iter	Logloss
772	0.2208044706
773	0.2207955045
774	0.2207874817
775	0.2207759878
776	0.2207668233
777	0.220755741
778	0.2207436973
779	0.2207389446
780	0.220725559
781	0.2207166471
782	0.2207057188
783	0.2207011628
784	0.2206965976
785	0.2206960451
786	0.2206843686
787	0.2206727901
788	0.2206588134
789	0.2206554939
790	0.2206512605
791	0.2206431754
792	0.2206331981
793	0.2206158771
794	0.2206071536
795	0.2205923562
796	0.220571431
797	0.2205631899
798	0.2205597653
799	0.2205492919
800	0.2205366615
801	0.2205244087
802	0.2205103673
803	0.2205011436
804	0.2204938556
805	0.2204784641
806	0.2204628401
807	0.2204568291
808	0.2204561744
809	0.2204485441
810	0.2204441968
811	0.2204266334
812	0.2204165632
813	0.2204099592
814	0.2204031384
815	0.220393486
816	0.2203906974
817	0.2203851962
818	0.2203710501
819	0.2203606522
820	0.2203433796
821	0.2203312881
822	0.2203187891
823	0.2203099469
824	0.2202979149
825	0.2202941614
826	0.2202801259
827	0.2202725717
828	0.2202547457
829	0.2202428598
830	0.2202311189
831	0.2202154945
832	0.2202071256
833	0.2202011943
834	0.2201923727
835	0.2201815129
836	0.2201705674
837	0.2201667581
838	0.2201494131
839	0.2201423273
840	0.2201323297
841	0.2201206385
842	0.2201096214
843	0.2200982843
844	0.2200853924
845	0.2200795792
846	0.2200776438
847	0.2200759532
848	0.2200684119
849	0.2200650032
850	0.2200539417
851	0.220043845
852	0.2200394327
853	0.2200305724
854	0.2200220249
855	0.2200179638
856	0.2200155633
857	0.2200016494
858	0.2199859518
859	0.2199751897
860	0.2199658216
861	0.219960727
862	0.2199541132
863	0.2199456938
864	0.2199346205
865	0.2199271198
866	0.2199243522
867	0.2199124386
868	0.2199058822
869	0.2199023868
870	0.2198885299
871	0.2198805913
872	0.2198700002
873	0.219862753
874	0.219853971
875	0.2198453393
876	0.2198330028
877	0.2198226141
878	0.2198138166
879	0.2198045005
880	0.2197941702
881	0.2197898541
882	0.2197844979
883	0.2197770237
884	0.2197691878
885	0.2197565546
886	0.2197488057
887	0.2197421047
888	0.2197355814
889	0.2197238142
890	0.2197206675
891	0.2197074169
892	0.2197055731
893	0.2196939127
894	0.2196873442
895	0.2196683596
896	0.2196565058
897	0.2196436507
898	0.2196282066
899	0.2196095753
900	0.2195950702
901	0.2195801526
902	0.2195742428
903	0.2195680653
904	0.2195512616
905	0.2195427622
906	0.2195336277
907	0.2195217895
908	0.2195154763
909	0.2195088297
910	0.2194926291
911	0.2194802313
912	0.2194694409
913	0.219460786
914	0.2194561926
915	0.2194443956
916	0.219439815
917	0.2194325485
918	0.219425857
919	0.2194119539
920	0.2193953045
921	0.2193842137
922	0.2193748793
923	0.2193699768
924	0.2193672279
925	0.2193632139
926	0.2193579798
927	0.2193521228
928	0.2193344058
929	0.2193215379
930	0.2193085799
931	0.219295315
932	0.2192858431
933	0.2192800885
934	0.2192646143
935	0.2192557888
936	0.2192418557
937	0.2192396386
938	0.2192356314
939	0.2192257664
940	0.2192102021
941	0.2192012292
942	0.219183671
943	0.219175287
944	0.2191740366
945	0.2191672233
946	0.2191641143
947	0.2191498169
948	0.2191412376
949	0.2191322473
950	0.2191235664
951	0.2191091429
952	0.2191021472
953	0.2190881093
954	0.2190811959
955	0.2190692865
956	0.2190610621
957	0.2190475504
958	0.2190359489
959	0.2190231229
960	0.2190101722
961	0.2190042647
962	0.2189903778
963	0.2189776537
964	0.2189666692
965	0.2189599416
966	0.218955242
967	0.2189426191
968	0.2189366141
969	0.2189273341
970	0.2189206575
971	0.2189150703
972	0.2188975579
973	0.2188867595
974	0.2188714105
975	0.2188620835
976	0.2188511493
977	0.2188392573
978	0.2188276825
979	0.2188171359
980	0.2188096146
981	0.2188035327
982	0.2187873835
983	0.2187816421
984	0.2187757082
985	0.2187648142
986	0.2187567037
987	0.2187486071
988	0.218735479
989	0.2187207047
990	0.2187173052
991	0.2187043469
992	0.2186973768
993	0.2186870927
